scenario_id,clearance_mm,x_offset_mm,y_offset_mm,angular_misalignment_deg,insertion_depth_mm,contact_detection_force_threshold_n,max_allowed_force_n,max_allowed_torque_nm,require_rgbd,require_contact_gate,require_safety_gate,require_readiness_gate,require_pre_control_contract,command_output_enabled,motion_execution_enabled,controller_execution_allowed,trajectory_execution_allowed,follow_joint_trajectory_allowed,real_robot_allowed,moveit_allowed,compute_ik_allowed,fake_dataset_created,fake_plot_created,experimental_result_created
v1_10_scenario_542,0.5,-1.0,1.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_543,0.5,-1.0,1.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_544,0.5,-1.0,1.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_545,0.5,-1.0,1.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_546,0.5,-1.0,1.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_547,0.5,-1.0,1.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_548,0.5,-1.0,1.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_549,0.5,-1.0,1.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_550,0.5,-1.0,1.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_551,0.5,-1.0,1.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_552,0.5,-1.0,1.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_553,0.5,-1.0,1.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_554,0.5,-1.0,1.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_555,0.5,-1.0,1.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_556,0.5,-1.0,1.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_557,0.5,-1.0,1.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_558,0.5,-1.0,1.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_559,0.5,-1.0,1.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_560,0.5,-1.0,1.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_561,0.5,-1.0,1.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_562,0.5,-1.0,1.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_563,0.5,-1.0,1.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_564,0.5,-1.0,1.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_565,0.5,-1.0,1.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_566,0.5,-1.0,1.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_567,0.5,-1.0,1.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_568,0.5,0.0,-1.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_569,0.5,0.0,-1.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_570,0.5,0.0,-1.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_571,0.5,0.0,-1.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_572,0.5,0.0,-1.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_573,0.5,0.0,-1.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_574,0.5,0.0,-1.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_575,0.5,0.0,-1.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_576,0.5,0.0,-1.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_577,0.5,0.0,-1.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_578,0.5,0.0,-1.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_579,0.5,0.0,-1.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_580,0.5,0.0,-1.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_581,0.5,0.0,-1.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_582,0.5,0.0,-1.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_583,0.5,0.0,-1.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_584,0.5,0.0,-1.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_585,0.5,0.0,-1.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_586,0.5,0.0,-1.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_587,0.5,0.0,-1.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_588,0.5,0.0,-1.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_589,0.5,0.0,-1.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_590,0.5,0.0,-1.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_591,0.5,0.0,-1.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_592,0.5,0.0,-1.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_593,0.5,0.0,-1.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_594,0.5,0.0,-1.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_595,0.5,0.0,0.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_596,0.5,0.0,0.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_597,0.5,0.0,0.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_598,0.5,0.0,0.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_599,0.5,0.0,0.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_600,0.5,0.0,0.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_601,0.5,0.0,0.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_602,0.5,0.0,0.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_603,0.5,0.0,0.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_604,0.5,0.0,0.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_605,0.5,0.0,0.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_606,0.5,0.0,0.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_607,0.5,0.0,0.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_608,0.5,0.0,0.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_609,0.5,0.0,0.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_610,0.5,0.0,0.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_611,0.5,0.0,0.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_612,0.5,0.0,0.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_613,0.5,0.0,0.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_614,0.5,0.0,0.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_615,0.5,0.0,0.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_616,0.5,0.0,0.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_617,0.5,0.0,0.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_618,0.5,0.0,0.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_619,0.5,0.0,0.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_620,0.5,0.0,0.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_621,0.5,0.0,0.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_622,0.5,0.0,1.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_623,0.5,0.0,1.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_624,0.5,0.0,1.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_625,0.5,0.0,1.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_626,0.5,0.0,1.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_627,0.5,0.0,1.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_628,0.5,0.0,1.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_629,0.5,0.0,1.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_630,0.5,0.0,1.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_631,0.5,0.0,1.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_632,0.5,0.0,1.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_633,0.5,0.0,1.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_634,0.5,0.0,1.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_635,0.5,0.0,1.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_636,0.5,0.0,1.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_637,0.5,0.0,1.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_638,0.5,0.0,1.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_639,0.5,0.0,1.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_640,0.5,0.0,1.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_641,0.5,0.0,1.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_642,0.5,0.0,1.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_643,0.5,0.0,1.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_644,0.5,0.0,1.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_645,0.5,0.0,1.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_646,0.5,0.0,1.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_647,0.5,0.0,1.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_648,0.5,0.0,1.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_649,0.5,1.0,-1.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_650,0.5,1.0,-1.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_651,0.5,1.0,-1.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_652,0.5,1.0,-1.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_653,0.5,1.0,-1.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_654,0.5,1.0,-1.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_655,0.5,1.0,-1.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_656,0.5,1.0,-1.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_657,0.5,1.0,-1.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_658,0.5,1.0,-1.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_659,0.5,1.0,-1.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_660,0.5,1.0,-1.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_661,0.5,1.0,-1.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_662,0.5,1.0,-1.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_663,0.5,1.0,-1.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_664,0.5,1.0,-1.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_665,0.5,1.0,-1.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_666,0.5,1.0,-1.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_667,0.5,1.0,-1.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_668,0.5,1.0,-1.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_669,0.5,1.0,-1.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_670,0.5,1.0,-1.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_671,0.5,1.0,-1.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_672,0.5,1.0,-1.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_673,0.5,1.0,-1.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_674,0.5,1.0,-1.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_675,0.5,1.0,-1.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_676,0.5,1.0,0.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_677,0.5,1.0,0.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_678,0.5,1.0,0.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_679,0.5,1.0,0.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_680,0.5,1.0,0.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_681,0.5,1.0,0.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_682,0.5,1.0,0.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_683,0.5,1.0,0.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_684,0.5,1.0,0.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_685,0.5,1.0,0.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_686,0.5,1.0,0.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_687,0.5,1.0,0.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_688,0.5,1.0,0.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_689,0.5,1.0,0.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_690,0.5,1.0,0.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_691,0.5,1.0,0.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_692,0.5,1.0,0.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_693,0.5,1.0,0.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_694,0.5,1.0,0.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_695,0.5,1.0,0.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_696,0.5,1.0,0.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_697,0.5,1.0,0.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_698,0.5,1.0,0.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_699,0.5,1.0,0.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_700,0.5,1.0,0.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_701,0.5,1.0,0.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_702,0.5,1.0,0.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_703,0.5,1.0,1.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_704,0.5,1.0,1.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_705,0.5,1.0,1.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_706,0.5,1.0,1.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_707,0.5,1.0,1.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_708,0.5,1.0,1.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_709,0.5,1.0,1.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_710,0.5,1.0,1.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_711,0.5,1.0,1.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_712,0.5,1.0,1.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_713,0.5,1.0,1.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_714,0.5,1.0,1.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_715,0.5,1.0,1.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_716,0.5,1.0,1.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_717,0.5,1.0,1.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_718,0.5,1.0,1.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_719,0.5,1.0,1.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_720,0.5,1.0,1.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_721,0.5,1.0,1.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_722,0.5,1.0,1.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_723,0.5,1.0,1.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
